calculated_host_listings_count,room_type_n,neighbourhood_group_n,price
0.0,0.0,0.0,50
0.0,0.0,0.0,140
1.0,0.0,0.0,675
0.0,0.0,0.0,165
0.0,0.0,0.0,80
1.0,0.0,0.0,119
1.0,0.0,0.0,320
0.0,0.0,0.9999999999999999,65
0.0,0.0,0.0,175
0.0,0.0,0.0,44
0.0,0.0,0.0,99
0.0,0.0,0.0,60
0.0,0.0,0.0,98
0.0,0.0,0.0,350
0.0,1.0,0.0,30
0.8000000000000002,0.0,0.6666666666666666,75
0.4,0.0,0.0,110
0.0,0.0,0.0,90
0.0,0.0,0.6666666666666666,96
0.0,0.0,0.0,50
0.0,0.0,0.9999999999999999,149
0.0,0.0,0.0,75
0.0,0.0,0.0,150
1.0,0.0,0.0,125
1.0,0.0,0.0,189
1.0,0.0,0.0,239
0.0,0.0,0.0,160
0.0,0.0,0.0,150
0.0,0.0,0.0,46
1.0,0.0,0.0,169
0.0,0.0,0.0,45
0.0,0.0,0.0,220
0.0,0.0,0.0,60
0.0,0.0,0.0,154
1.0,0.0,0.0,115
0.4,0.0,0.0,110
0.4,0.0,0.6666666666666666,85
0.0,0.0,0.0,150
0.0,0.0,0.0,95
1.0,0.0,0.9999999999999999,250
0.0,0.0,0.0,100
0.0,1.0,0.9999999999999999,130
1.0,0.0,0.6666666666666666,34
0.0,0.0,0.0,133
1.0,1.0,0.0,77
0.0,0.0,0.0,85
0.8000000000000002,0.0,0.0,60
0.0,0.0,0.0,300
0.0,0.0,0.6666666666666666,55
0.0,0.0,0.9999999999999999,99
0.0,0.0,0.0,100
0.0,0.0,0.0,105
0.4,0.0,0.0,140
0.4,0.0,0.0,53
0.0,0.0,0.0,1200
1.0,0.0,0.0,40
0.4,0.0,0.0,60
0.0,0.0,0.9999999999999999,45
0.4,0.0,0.0,99
0.0,0.0,0.9999999999999999,105
0.0,0.0,0.0,300
0.0,0.0,0.0,275
0.8000000000000002,0.0,0.0,58
1.0,0.0,0.0,350
0.0,0.0,0.0,100
0.0,0.0,0.6666666666666666,45
1.0,0.0,0.0,57
1.0,0.0,0.0,2000
0.8000000000000002,0.0,0.6666666666666666,105
0.0,0.0,0.0,80
0.4,0.0,0.0,40
1.0,0.0,0.6666666666666666,165
0.0,0.0,0.0,75
0.0,0.0,0.0,100
1.0,0.0,0.0,299
0.0,0.0,0.0,99
0.0,0.0,0.0,220
0.0,0.0,0.0,60
0.0,0.0,0.0,120
1.0,0.0,0.6666666666666666,150
0.4,0.0,0.0,90
0.0,0.0,0.0,212
1.0,0.0,0.0,85
1.0,0.0,0.0,175
0.0,0.0,0.0,140
0.0,0.0,0.0,60
0.0,0.0,0.9999999999999999,37
0.0,0.0,0.0,190
1.0,0.0,0.0,119
1.0,0.0,0.0,425
0.0,0.0,0.0,50
1.0,0.0,0.0,120
0.0,0.0,0.6666666666666666,160
0.0,0.0,0.0,98
0.0,0.0,0.0,101
1.0,0.0,0.0,89
1.0,0.0,0.0,388
0.0,0.0,0.0,125
0.0,0.0,0.6666666666666666,119
0.0,0.0,0.0,250
0.8000000000000002,0.0,0.0,95
0.0,0.0,0.0,64
0.0,0.0,0.0,150
0.0,0.0,0.0,80
1.0,0.0,0.0,86
0.4,0.0,0.0,225
0.0,0.0,0.0,75
0.4,0.0,0.0,80
0.0,0.0,0.0,199
0.0,0.0,0.0,250
0.0,0.0,0.0,150
1.0,0.0,0.0,140
0.0,0.0,0.0,100
0.4,0.0,0.0,125
0.0,0.0,0.0,56
0.0,0.0,0.0,225
0.4,1.0,0.0,45
0.0,0.0,0.0,100
0.4,0.0,0.0,120
0.0,0.0,0.0,270
0.0,0.0,0.0,50
0.0,0.0,0.0,250
0.0,0.0,0.0,110
0.0,0.0,0.0,150
0.0,0.0,0.9999999999999999,145
1.0,0.0,0.0,159
0.8000000000000002,0.0,0.0,71
0.0,0.0,0.0,425
0.0,0.0,0.0,150
0.0,0.0,0.0,65
0.0,0.0,0.0,125
0.4,0.0,0.0,50
0.0,0.0,0.0,150
0.0,0.0,0.0,55
0.0,0.0,0.0,160
1.0,0.0,0.0,39
0.0,0.0,0.0,90
0.0,0.0,0.0,70
0.0,0.0,0.0,46
0.0,0.0,0.0,195
0.0,0.0,0.0,95
0.0,0.0,0.0,130
0.0,0.0,0.0,110
0.0,0.0,0.0,300
0.0,0.0,0.0,35
0.4,0.0,0.0,120
0.0,0.0,0.0,95
0.0,0.0,0.0,170
0.4,0.0,0.0,165
0.8000000000000002,0.0,0.0,260
1.0,1.0,0.0,85
0.0,0.0,0.0,90
0.0,0.0,0.6666666666666666,46
1.0,1.0,0.6666666666666666,38
0.0,0.0,0.6666666666666666,149
0.0,0.0,0.0,75
0.0,0.0,0.0,495
0.0,0.0,0.0,45
0.4,0.0,0.0,50
0.8000000000000002,0.0,0.0,78
0.0,0.0,0.0,149
0.0,0.0,0.0,190
0.0,0.0,0.0,330
0.0,0.0,0.0,100
1.0,0.0,0.0,58
0.0,0.0,0.0,1308
0.0,0.0,0.0,75
0.0,1.0,0.0,53
0.0,0.0,0.0,78
1.0,0.0,0.0,70
0.8000000000000002,0.0,0.0,105
0.0,0.0,0.0,184
0.4,0.0,0.0,40
0.0,0.0,0.0,450
0.0,0.0,0.6666666666666666,94
0.0,0.0,0.9999999999999999,99
0.0,0.0,0.0,179
0.0,0.0,0.0,220
1.0,0.0,0.9999999999999999,45
0.0,0.0,0.0,169
0.4,0.0,0.6666666666666666,50
0.0,0.0,0.6666666666666666,90
0.0,0.0,0.0,65
0.4,0.0,0.0,109
0.0,0.0,0.0,170
0.0,0.0,0.0,100
0.0,0.0,0.6666666666666666,45
0.4,0.0,0.0,89
0.0,0.0,0.0,190
0.8000000000000002,0.0,0.0,139
0.0,0.0,0.0,100
0.0,0.0,0.0,220
0.0,0.0,0.0,81
0.8000000000000002,0.0,0.0,40
0.0,0.0,0.0,64
0.0,0.0,0.0,2999
0.0,0.0,0.0,295
0.4,0.0,0.0,100
0.0,0.0,0.0,40
0.4,0.0,0.6666666666666666,45
0.0,0.0,0.6666666666666666,80
0.0,0.0,0.0,115
0.0,0.0,0.6666666666666666,100
0.0,0.0,0.0,188
0.0,0.0,0.0,90
0.0,0.0,0.0,350
0.0,0.0,0.6666666666666666,99
0.8000000000000002,0.0,0.0,135
0.0,0.0,0.0,175
0.4,0.0,0.0,105
0.0,0.0,0.0,100
0.0,0.0,0.0,35
1.0,0.0,0.0,192
1.0,0.0,0.6666666666666666,130
1.0,0.0,0.6666666666666666,40
0.0,0.0,0.0,55
0.4,0.0,0.0,250
0.0,0.0,0.0,450
0.0,0.0,0.0,60
0.0,0.0,0.0,85
1.0,0.0,0.9999999999999999,49
0.0,0.0,0.0,1000
0.8000000000000002,0.0,0.0,275
0.0,0.0,0.0,175
0.0,0.0,0.0,545
1.0,0.0,0.0,119
0.0,0.0,0.0,380
0.0,0.0,0.0,160
0.0,0.0,0.0,125
0.0,0.0,0.0,350
0.8000000000000002,0.0,0.0,69
0.4,0.0,0.0,75
0.4,0.0,0.0,299
0.0,0.0,0.0,239
0.4,0.0,0.0,65
1.0,0.0,0.0,150
0.0,0.0,0.0,425
0.0,0.0,0.6666666666666666,175
0.0,0.0,0.0,95
0.0,0.0,0.0,40
0.0,0.0,0.0,100
0.0,0.0,0.9999999999999999,120
0.4,0.0,0.0,51
1.0,0.0,0.0,0
0.0,0.0,0.0,65
0.8000000000000002,0.0,0.0,65
0.0,0.0,0.6666666666666666,49
0.0,0.0,0.0,225
0.0,0.0,0.0,380
0.4,0.0,0.0,149
0.0,0.0,0.6666666666666666,96
0.4,0.0,0.0,79
0.0,0.0,0.0,86
1.0,0.0,0.0,699
0.4,0.0,0.6666666666666666,65
0.0,0.0,0.0,89
1.0,0.0,0.0,230
0.0,0.0,0.0,60
1.0,0.0,0.0,180
0.0,0.0,0.0,50
0.0,0.0,0.0,120
0.0,0.0,0.0,135
0.0,0.0,0.0,80
0.0,0.0,0.0,175
0.4,0.0,0.0,65
1.0,0.0,0.0,50
0.0,0.0,0.0,100
0.0,0.0,0.0,45
0.0,0.0,0.0,95
0.0,0.0,0.0,110
1.0,0.0,0.6666666666666666,60
0.0,0.0,0.0,175
0.0,0.0,0.0,130
0.0,0.0,0.9999999999999999,80
0.0,0.0,0.0,90
0.0,0.0,0.0,175
0.0,0.0,0.0,44
0.0,0.0,0.0,650
0.0,0.0,0.0,175
0.0,0.0,0.6666666666666666,100
1.0,0.0,0.0,137
0.0,0.0,0.0,40
0.0,0.0,0.0,65
1.0,0.0,0.0,120
0.0,0.0,0.0,55
0.0,0.0,0.0,200
0.0,0.0,0.0,110
1.0,0.0,0.6666666666666666,65
0.0,0.0,0.0,75
0.0,0.0,0.0,120
0.0,0.0,0.6666666666666666,50
0.4,0.0,0.0,307
0.0,0.0,0.0,250
0.0,0.0,0.0,150
0.8000000000000002,0.0,0.0,495
0.0,0.0,0.6666666666666666,200
0.0,0.0,0.6666666666666666,70
0.0,0.0,0.0,160
0.0,0.0,0.0,150
0.0,0.0,0.0,100
0.0,0.0,0.0,450
0.0,0.0,0.0,250
0.4,0.0,0.0,70
0.0,0.0,0.0,195
0.0,0.0,0.0,300
0.0,0.0,0.0,132
0.0,0.0,0.0,850
0.0,0.0,0.0,100
0.0,0.0,0.0,40
0.8000000000000002,0.0,0.0,120
1.0,0.0,0.0,115
0.0,0.0,0.6666666666666666,66
0.0,0.0,0.0,95
0.0,0.0,0.0,180
0.0,0.0,0.0,120
1.0,0.0,0.0,129
0.0,0.0,0.0,80
0.0,0.0,0.0,111
0.0,0.0,0.0,240
1.0,0.0,0.0,48
0.0,0.0,0.0,40
0.8000000000000002,0.0,0.0,149
1.0,0.0,0.6666666666666666,60
0.0,0.0,0.9999999999999999,50
0.8000000000000002,0.0,0.0,79
0.0,0.0,0.0,120
0.0,0.0,0.0,300
0.0,0.0,0.0,85
0.0,0.0,0.0,80
0.4,0.0,0.6666666666666666,30
0.4,0.0,0.0,65
1.0,0.0,0.6666666666666666,37
0.0,0.0,0.9999999999999999,80
0.4,0.0,0.0,59
1.0,0.0,0.0,45
0.0,0.0,0.0,165
0.4,0.0,0.0,200
0.0,0.0,0.0,130
0.0,0.0,0.0,75
0.0,0.0,0.0,31
1.0,0.0,0.0,335
0.0,1.0,0.6666666666666666,30
0.0,0.0,0.6666666666666666,50
0.0,1.0,0.0,68
0.0,0.0,0.0,50
0.0,0.0,0.0,150
0.0,0.0,0.0,80
0.8000000000000002,0.0,0.0,57
0.0,0.0,0.0,90
0.0,0.0,0.0,350
1.0,0.0,0.6666666666666666,95
0.8000000000000002,0.0,0.9999999999999999,72
0.0,0.0,0.6666666666666666,124
0.0,0.0,0.0,300
0.0,0.0,0.0,150
0.8000000000000002,0.0,0.0,210
0.0,0.0,0.6666666666666666,300
0.0,0.0,0.6666666666666666,70
0.0,0.0,0.0,70
1.0,0.0,0.0,300
1.0,0.0,0.0,399
0.0,0.0,0.6666666666666666,70
0.4,0.0,0.0,50
0.0,0.0,0.0,70
0.0,1.0,0.6666666666666666,100
0.0,0.0,0.0,250
0.8000000000000002,0.0,0.0,65
0.0,0.0,0.0,200
0.0,0.0,0.0,80
0.4,0.0,0.0,200
1.0,0.0,0.6666666666666666,100
0.4,0.0,0.0,66
0.0,0.0,0.0,250
0.4,0.0,0.0,90
0.0,1.0,0.0,105
0.0,0.0,0.0,250
1.0,0.0,0.0,699
0.0,0.0,0.0,110
1.0,0.0,0.6666666666666666,125
0.0,0.0,0.0,120
0.4,0.0,0.0,159
0.4,0.0,0.0,220
0.4,0.0,0.0,45
0.0,0.0,0.0,172
0.0,0.0,0.0,206
0.0,0.0,0.0,180
0.4,0.0,0.0,399
1.0,0.0,0.0,120
0.0,0.0,0.0,175
0.0,0.0,0.0,100
0.0,0.0,0.0,41
0.0,0.0,0.0,115
1.0,1.0,0.0,32
0.0,0.0,0.0,75
0.4,0.0,0.0,45
0.4,0.0,0.0,100
0.0,0.0,0.0,80
0.0,0.0,0.0,130
0.0,0.0,0.0,143
0.0,0.0,0.0,130
0.4,0.0,0.0,135
1.0,0.0,0.0,55
0.0,0.0,0.6666666666666666,100
0.0,0.0,0.0,150
0.0,0.0,0.0,250
0.0,0.0,0.0,99
0.0,0.0,0.0,250
0.0,0.0,0.6666666666666666,70
0.0,0.0,0.0,140
0.0,0.0,0.0,225
0.4,0.0,0.0,110
1.0,0.0,0.0,150
0.0,0.0,0.0,100
0.0,0.0,0.6666666666666666,100
0.0,0.0,0.6666666666666666,40
1.0,1.0,0.0,30
0.8000000000000002,0.0,0.0,55
0.0,0.0,0.0,60
0.0,0.0,0.0,78
0.0,0.0,0.0,119
0.0,0.0,0.0,50
0.0,0.0,0.0,139
1.0,0.0,0.0,41
1.0,0.0,0.0,58
0.0,0.0,0.0,200
0.0,0.0,0.0,229
0.0,0.0,0.0,67
1.0,0.0,0.0,39
0.0,0.0,0.0,300
0.0,0.0,0.0,100
0.0,0.0,0.6666666666666666,70
0.0,0.0,0.0,60
1.0,1.0,0.9999999999999999,28
0.0,0.0,0.0,350
0.4,0.0,0.0,200
0.0,0.0,0.0,60
0.0,0.0,0.0,119
0.0,0.0,0.0,95
0.0,0.0,0.0,30
0.0,0.0,0.0,200
0.0,0.0,0.0,98
0.0,0.0,0.0,75
0.0,0.0,0.0,500
1.0,0.0,0.0,66
0.8000000000000002,0.0,0.0,59
0.0,0.0,0.0,299
0.0,0.0,0.0,139
0.0,0.0,0.0,210
0.0,0.0,0.0,100
0.4,0.0,0.0,75
0.0,0.0,0.0,385
0.0,0.0,0.0,305
0.0,0.0,0.0,100
0.0,0.0,0.0,40
0.0,0.0,0.0,47
0.0,0.0,0.0,78
0.0,0.0,0.0,50
0.0,0.0,0.0,200
0.0,0.0,0.0,95
0.0,0.0,0.0,145
0.0,0.0,0.0,175
0.0,0.0,0.0,1750
0.8000000000000002,0.0,0.0,55
0.0,0.0,0.0,120
0.4,0.0,0.9999999999999999,72
0.0,0.0,0.0,90
1.0,0.0,0.6666666666666666,68
0.0,0.0,0.0,250
0.0,0.0,0.0,85
0.0,0.0,0.0,85
1.0,0.0,0.0,590
0.0,0.0,0.0,120
0.0,0.0,0.0,50
0.0,0.0,0.0,100
0.0,0.0,0.0,60
0.0,0.0,0.6666666666666666,180
0.0,0.0,0.0,90
0.0,0.0,0.0,80
0.0,0.0,0.0,63
0.0,0.0,0.0,45
1.0,0.0,0.6666666666666666,79
0.0,0.0,0.0,160
0.0,0.0,0.0,150
0.0,0.0,0.6666666666666666,80
0.0,0.0,0.0,99
0.0,0.0,0.0,200
0.4,0.0,0.0,110
1.0,0.0,0.0,150
0.4,0.0,0.0,75
0.0,0.0,0.0,180
0.8000000000000002,1.0,0.0,75
1.0,0.0,0.0,61
1.0,0.0,0.0,229
0.0,0.0,0.0,199
0.0,0.0,0.0,250
0.0,0.0,0.0,96
0.4,0.0,0.0,217
0.0,0.0,0.6666666666666666,40
0.8000000000000002,0.0,0.0,65
1.0,0.0,0.9999999999999999,33
0.0,0.0,0.0,150
0.0,0.0,0.9999999999999999,59
0.0,0.0,0.6666666666666666,60
0.0,0.0,0.0,225
0.0,1.0,0.0,60
0.0,0.0,0.0,450
0.0,0.0,0.0,250
0.0,0.0,0.0,95
0.0,0.0,0.0,75
0.0,0.0,0.0,275
0.0,0.0,0.0,95
0.0,0.0,0.0,110
0.4,0.0,0.0,69
0.4,0.0,0.0,70
0.0,0.0,0.0,85
0.0,0.0,0.0,100
0.0,0.0,0.0,50
0.0,0.0,0.0,60
0.0,0.0,0.0,50
0.0,0.0,0.6666666666666666,250
0.0,0.0,0.0,125
0.0,0.0,0.0,150
0.0,0.0,0.0,250
0.0,0.0,0.9999999999999999,75
0.0,0.0,0.6666666666666666,100
0.0,0.0,0.0,250
0.4,0.0,0.6666666666666666,275
0.0,0.0,0.0,65
0.0,0.0,0.0,45
0.0,0.0,0.0,199
0.0,0.0,0.6666666666666666,75
0.4,0.0,0.0,89
0.0,0.0,0.0,53
1.0,0.0,0.0,139
0.4,0.0,0.0,97
0.0,0.0,0.0,100
0.0,0.0,0.6666666666666666,65
0.8000000000000002,0.0,0.0,77
0.0,0.0,0.0,200
0.4,0.0,0.0,150
0.0,0.0,0.6666666666666666,140
1.0,0.0,0.0,498
0.0,0.0,0.0,239
0.8000000000000002,0.0,0.0,95
0.0,0.0,0.0,95
0.0,0.0,0.0,380
0.0,0.0,0.0,50
0.0,0.0,0.0,105
1.0,0.0,0.0,60
0.0,0.0,0.0,70
0.0,0.0,0.0,80
0.0,0.0,0.0,70
0.0,0.0,0.9999999999999999,200
0.8000000000000002,0.0,0.6666666666666666,150
0.8000000000000002,0.0,0.0,65
0.0,0.0,0.0,95
0.0,0.0,0.0,150
0.0,0.0,0.0,40
0.0,0.0,0.6666666666666666,35
0.0,0.0,0.0,194
0.0,0.0,0.6666666666666666,49
0.0,0.0,0.0,75
0.0,0.0,0.0,55
0.0,0.0,0.9999999999999999,80
0.0,0.0,0.0,239
0.0,0.0,0.0,100
0.0,0.0,0.6666666666666666,70
0.0,0.0,0.6666666666666666,65
0.4,0.0,0.0,156
0.0,0.0,0.0,165
0.0,0.0,0.6666666666666666,150
0.0,0.0,0.0,120
0.8000000000000002,0.0,0.0,110
0.8000000000000002,0.0,0.0,65
0.0,0.0,0.0,150
0.0,0.0,0.0,100
0.0,1.0,0.0,45
0.8000000000000002,0.0,0.0,82
0.0,0.0,0.0,150
0.0,1.0,0.0,800
0.4,0.0,0.0,64
0.0,0.0,0.0,143
1.0,0.0,0.0,36
0.0,0.0,0.0,80
0.0,0.0,0.9999999999999999,42
0.0,0.0,0.0,120
0.0,0.0,0.0,290
0.0,0.0,0.0,199
0.0,0.0,0.0,115
0.0,0.0,0.0,75
0.4,0.0,0.0,165
0.0,0.0,0.0,115
0.0,0.0,0.0,120
0.0,0.0,0.0,127
0.0,0.0,0.0,109
0.0,0.0,0.0,135
0.4,0.0,0.0,44
0.0,0.0,0.0,160
1.0,1.0,0.0,22
0.0,0.0,0.0,74
0.4,1.0,0.0,25
0.0,0.0,0.6666666666666666,50
0.0,0.0,0.0,55
0.0,0.0,0.0,135
0.0,0.0,0.0,130
0.0,0.0,0.0,100
0.0,0.0,0.0,70
0.0,0.0,0.0,90
0.0,0.0,0.0,200
0.0,0.0,0.0,165
0.0,0.0,0.0,120
0.8000000000000002,0.0,0.0,50
0.0,0.0,0.0,180
1.0,0.0,0.0,195
1.0,0.0,0.0,185
0.4,0.0,0.0,69
0.0,0.0,0.0,80
0.0,0.0,0.6666666666666666,70
1.0,0.0,0.0,305
0.0,0.0,0.0,109
0.0,0.0,0.0,100
0.0,0.0,0.0,157
1.0,0.0,0.6666666666666666,50
0.8000000000000002,0.0,0.6666666666666666,40
0.4,0.0,0.0,150
0.0,0.0,0.0,121
0.4,0.0,0.0,60
0.4,0.0,0.0,279
0.0,0.0,0.0,70
0.0,0.0,0.0,137
0.0,0.0,0.0,160
1.0,0.0,0.0,60
0.0,0.0,0.0,95
0.0,0.0,0.0,69
0.0,0.0,0.0,200
1.0,0.0,0.0,300
0.0,0.0,0.0,499
0.8000000000000002,0.0,0.0,50
0.4,0.0,0.0,150
0.0,0.0,0.0,85
1.0,0.0,0.6666666666666666,78
0.0,0.0,0.0,149
0.4,0.0,0.0,172
1.0,0.0,0.0,55
0.0,0.0,0.0,220
1.0,0.0,0.0,159
0.0,0.0,0.0,299
1.0,0.0,0.0,672
0.0,0.0,0.0,100
0.0,0.0,0.0,60
0.4,0.0,0.0,55
0.0,0.0,0.0,150
1.0,0.0,0.0,159
1.0,0.0,0.0,33
0.0,0.0,0.0,150
0.4,0.0,0.0,60
0.0,0.0,0.0,50
1.0,0.0,0.0,310
0.0,0.0,0.0,180
0.4,0.0,0.0,40
0.8000000000000002,0.0,0.0,70
0.0,0.0,0.0,55
0.4,1.0,0.9999999999999999,51
0.0,0.0,0.0,91
0.0,0.0,0.0,135
0.0,0.0,0.0,92
1.0,0.0,0.0,130
0.0,0.0,0.0,129
0.0,0.0,0.9999999999999999,38
0.0,0.0,0.0,250
0.8000000000000002,0.0,0.0,155
1.0,0.0,0.6666666666666666,34
0.4,0.0,0.9999999999999999,38
0.0,0.0,0.0,125
0.4,0.0,0.0,70
0.0,0.0,0.0,120
0.0,0.0,0.0,35
0.0,0.0,0.6666666666666666,105
0.0,0.0,0.0,85
0.4,0.0,0.0,85
0.4,0.0,0.0,215
0.0,0.0,0.9999999999999999,69
0.0,0.0,0.0,125
0.0,0.0,0.0,750
0.0,0.0,0.0,425
0.0,0.0,0.0,180
0.0,0.0,0.0,43
0.0,0.0,0.0,100
0.0,0.0,0.0,150
0.0,0.0,0.0,117
0.4,0.0,0.0,96
0.0,0.0,0.0,75
0.0,0.0,0.0,195
0.0,0.0,0.0,350
0.0,0.0,0.0,46
0.0,0.0,0.0,140
0.0,0.0,0.0,65
0.0,0.0,0.0,250
0.0,0.0,0.0,116
0.0,0.0,0.0,140
0.0,0.0,0.0,76
0.0,0.0,0.0,75
0.4,0.0,0.6666666666666666,64
0.0,0.0,0.0,61
0.0,0.0,0.0,75
0.8000000000000002,0.0,0.0,55
0.0,0.0,0.0,175
0.4,0.0,0.0,89
1.0,0.0,0.0,133
0.0,0.0,0.0,129
1.0,0.0,0.0,133
0.0,0.0,0.0,150
0.0,0.0,0.6666666666666666,100
0.0,0.0,0.0,58
0.0,0.0,0.0,85
0.0,0.0,0.0,155
0.0,0.0,0.0,210
0.0,0.0,0.6666666666666666,140
0.0,0.0,0.0,100
0.0,0.0,0.0,200
0.4,0.0,0.6666666666666666,90
0.0,0.0,0.0,215
0.0,0.0,0.0,75
1.0,0.0,0.0,65
0.4,0.0,0.0,70
1.0,0.0,0.0,100
0.0,0.0,0.0,110
0.0,0.0,0.6666666666666666,54
0.0,0.0,0.0,63
0.8000000000000002,0.0,0.0,300
1.0,0.0,0.6666666666666666,60
0.0,1.0,0.9999999999999999,60
0.0,0.0,0.0,195
0.4,0.0,0.0,192
0.0,0.0,0.0,140
0.4,0.0,0.6666666666666666,65
0.0,0.0,0.0,114
0.0,0.0,0.0,325
1.0,0.0,0.6666666666666666,38
1.0,0.0,0.0,65
0.4,0.0,0.0,140
0.0,0.0,0.0,389
0.8000000000000002,0.0,0.0,190
0.8000000000000002,0.0,0.6666666666666666,40
1.0,0.0,0.0,129
0.0,0.0,0.0,215
0.0,0.0,0.0,250
0.8000000000000002,0.0,0.0,47
0.0,0.0,0.0,119
1.0,0.0,0.0,40
0.4,0.0,0.6666666666666666,95
0.8000000000000002,0.0,0.0,58
0.0,0.0,0.0,75
0.0,0.0,0.0,150
0.0,0.0,0.6666666666666666,70
0.0,0.0,0.0,130
0.0,0.0,0.0,52
0.0,0.0,0.9999999999999999,109
0.0,0.0,0.0,150
0.0,0.0,0.0,195
0.0,0.0,0.0,59
0.4,0.0,0.0,5000
0.0,0.0,0.0,125
0.0,0.0,0.0,110
0.0,0.0,0.0,86
0.0,0.0,0.9999999999999999,53
0.0,0.0,0.0,200
0.8000000000000002,0.0,0.9999999999999999,49
0.0,0.0,0.0,63
1.0,0.0,0.0,375
0.0,0.0,0.0,89
0.0,0.0,0.0,70
0.0,0.0,0.0,90
1.0,0.0,0.0,115
0.0,0.0,0.0,160
0.4,0.0,0.0,109
0.0,0.0,0.0,95
0.0,0.0,0.0,90
0.0,0.0,0.0,95
0.4,0.0,0.6666666666666666,125
0.0,0.0,0.0,45
0.4,0.0,0.6666666666666666,115
0.0,0.0,0.0,225
0.0,0.0,0.0,88
0.0,0.0,0.0,69
1.0,0.0,0.0,125
0.0,0.0,0.0,325
0.0,0.0,0.0,235
1.0,0.0,0.0,150
0.0,0.0,0.0,35
1.0,0.0,0.0,225
0.0,0.0,0.0,156
0.4,0.0,0.0,190
0.0,0.0,0.9999999999999999,49
0.0,0.0,0.0,320
0.0,0.0,0.0,140
0.4,0.0,0.0,65
0.4,0.0,0.6666666666666666,85
1.0,0.0,0.0,159
0.0,0.0,0.0,145
0.0,0.0,0.6666666666666666,55
0.0,0.0,0.0,50
0.0,0.0,0.0,199
0.0,0.0,0.0,190
0.0,0.0,0.0,450
1.0,0.0,0.0,100
0.0,0.0,0.0,160
0.4,0.0,0.0,100
1.0,0.0,0.0,45
1.0,0.0,0.0,95
0.0,0.0,0.0,140
0.0,0.0,0.0,295
0.0,0.0,0.0,175
0.0,0.0,0.0,200
0.4,0.0,0.0,159
0.4,0.0,0.0,135
0.4,0.0,0.0,149
0.0,0.0,0.0,93
0.0,0.0,0.0,250
0.0,0.0,0.0,145
0.0,0.0,0.6666666666666666,44
0.0,0.0,0.0,45
0.0,0.0,0.0,125
0.4,0.0,0.0,90
0.0,0.0,0.0,175
0.0,0.0,0.0,90
0.4,0.0,0.0,205
1.0,0.0,0.0,314
0.0,0.0,0.0,150
0.0,0.0,0.0,119
0.0,0.0,0.0,100
1.0,0.0,0.0,314
0.0,0.0,0.0,74
0.8000000000000002,0.0,0.0,55
1.0,1.0,0.0,55
0.4,0.0,0.0,275
0.4,0.0,0.0,50
0.0,0.0,0.0,62
0.4,0.0,0.0,45
1.0,0.0,0.0,500
0.4,0.0,0.0,189
0.0,0.0,0.0,160
0.4,0.0,0.0,180
0.0,0.0,0.0,60
0.0,0.0,0.0,40
0.0,0.0,0.0,350
0.0,0.0,0.0,180
0.0,0.0,0.0,50
0.0,1.0,0.0,64
0.4,0.0,0.0,44
0.0,0.0,0.6666666666666666,128
0.4,0.0,0.0,50
0.0,0.0,0.6666666666666666,65
0.4,0.0,0.0,42
0.0,0.0,0.0,149
0.4,0.0,0.6666666666666666,50
0.0,0.0,0.0,135
